"CRN","Title","Days","Time","Students","Date","Location"
"41990","Building and Leading Effective Teams","MW","01:15 pm-03:05 pm","21","08/23-10/12","SFH 529"
"42001","Building and Leading Effective Teams","R","06:00 pm-09:35 pm","28","08/23-10/06","SFH 155"
"42004","Business Modeling and Design Ideation","W","06:00 pm-09:35 pm","30","10/19-11/23","SFH 527"
"41999","Marketing Management","TR","01:10 pm-03:00 pm","42","10/19-12/06","SFH 527"
"42453","Marketing Management","TR","10:00 am-11:50 am","0","10/19-12/06","SFH 156"
"42003","Strategic Management","R","06:00 pm-09:35 pm","28","08/23-10/06","SFH 529"
"42270","Career and Professional Development I","R","10:00 am-11:30 am","41","10/20-10/20","SFH 155"
"42272","Career and Professional Development I","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","21","08/30-12/08","ONL ONL"
"42271","Advanced Career and Professional Development","W","02:30 pm-03:30 pm","43","08/24-08/24","SFH 451"
"42273","Advanced Career and Professional Development","R","05:00 pm-05:45 pm","28","09/01-09/01","RMT RMT"
"42187","MBA Internship","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","9","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42009","Innovation Project","W","04:00 pm-04:45 pm","30","08/23-12/07","SFH 452"
"42010","Innovation Project","W","05:00 pm-05:45 pm","15","08/23-12/07","SFH 452"
"42011","Innovation Project","W","05:00 pm-05:45 pm","30","08/23-12/07","SFH 453"
"42464","Directed Study","T","06:00 pm-10:00 pm","0","08/23-10/16","SFH 454"
"42466","Directed Study","<abbr title=""To Be Announced"">TBA</abbr>","0","0","<abbr title=""To Be Announced"">TBA</abbr>","Tuition (Business)"
"42012","Global Marketing and Business Intelligence","T","06:00 pm-09:35 pm","17","08/23-10/16","SFH 155"
"42699","Global Marketing and Business Intelligence","M","01:15 pm-05:00 pm","36","10/19-12/15","SFH 529"
"42013","Consumer Behavior","M","06:00 pm-09:35 pm","28","08/23-10/16","SFH 527"
"41985","Consumer Behavior","M","01:15 pm-05:00 pm","34","08/23-10/16","SFH 527"
"42087","Negotiation and Bargaining Strategy","M","06:00 pm-09:35 pm","30","10/22-12/05","SFH 450"
"42006","Big Data Strategy and Visualization","T","06:00 pm-09:35 pm","29","08/23-10/05","SFH 452"
"42656","Big Data Strategy and Visualization","R","06:30 pm-10:10 pm","28","08/23-10/05","SFH 156"
"42008","Coding for Analytics","W","06:00 pm-09:35 pm","30","08/23-10/16","SFH 529"
"42088","Advanced Spreadsheet Analytics","M","06:00 pm-09:35 pm","31","10/22-12/05","SFH 527"
"42671","Advanced Spreadsheet Analytics","R","06:00 pm-09:35 pm","19","10/22-12/05","SFH 156"
"42090","Entrepreneurial Management","T","06:00 pm-09:35 pm","22","10/22-12/06","SFH 452"
"42115","Fiction Workshop","T","06:30 pm-09:15 pm","9","08/23-12/06","KA 111"
"42116","Fiction Workshop","T","06:30 pm-09:15 pm","8","08/23-12/06","KA 167"
"41187","Short Fiction Workshop","T","06:30 pm-09:15 pm","8","08/23-12/06","KA 267"
"41174","Long Fiction Workshop","T","06:30 pm-09:15 pm","9","08/23-12/06","KA 367"
"41175","Nonfiction Workshop","T","06:30 pm-09:15 pm","5","08/23-12/06","KA 263"
"41176","Poetry Workshop","T","06:30 pm-09:15 pm","8","08/23-12/06","KA 363"
"41177","Poetry Workshop","T","06:30 pm-09:15 pm","7","08/23-12/06","CO 419"
"42118","Developments in the Novel","R","06:30 pm-09:15 pm","17","08/23-12/01","KA 363"
"42119","Style in Fiction","R","06:30 pm-09:15 pm","17","08/23-12/01","KA 167"
"42120","The History of Nonfiction","R","06:30 pm-09:15 pm","12","08/23-12/01","KA 211"
"42123","Professional Development","R","06:30 pm-09:15 pm","18","08/23-12/01","KA 367"
"42121","Poetics","R","06:30 pm-09:15 pm","16","08/23-12/01","CO 414"
"42296","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42297","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42298","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42300","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42301","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42302","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42303","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42304","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42305","Thesis II","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"40730","Elementary Statistics","TR","04:35 pm-06:20 pm","40","08/23-12/06","HR 430"
"40731","Elementary Statistics","MWF","10:30 am-11:35 am","30","08/23-12/07","LM 358"
"40732","Elementary Statistics","MWF","01:00 pm-02:05 pm","47","08/23-12/07","HR G56"
"40734","Elementary Statistics","TR","09:55 am-11:40 am","30","08/23-12/06","LS 210"
"40735","Elementary Statistics","TR","12:45 pm-02:30 pm","27","08/23-12/06","LS 210"
"40736","Elementary Statistics","TR","02:40 pm-04:25 pm","24","08/23-12/06","LS 210"
"40737","Biostatistics","TR","04:35 pm-06:20 pm","13","08/23-12/06","CO 418"
"40738","Biostatistics","TR","02:40 pm-04:25 pm","37","08/23-12/06","CO 107"
"40739","Algebra for Business &amp; Science","MW","04:45 pm-05:35 pm","23","08/23-12/07","HR 136"
"40740","Mathematics for Educators","TR","02:40 pm-04:25 pm","18","08/23-12/06","KA 163"
"40741","Business Statistics","MWF","09:15 am-10:20 am","43","08/23-12/07","HR 430"
"40742","Business Statistics","MWF","10:30 am-11:35 am","40","08/23-12/07","HR 430"
"40743","Business Statistics","MWF","02:15 pm-03:20 pm","39","08/23-12/07","HR 430"
"40744","Business Statistics","MWF","01:00 pm-02:05 pm","41","08/23-12/07","HR 430"
"40745","Business Statistics","MW","06:30 pm-08:15 pm","39","08/23-12/07","HR G56"
"40746","Business Statistics","TR","02:40 pm-04:25 pm","36","08/23-12/06","KA 311"
"40747","Business Statistics","TR","04:35 pm-06:20 pm","35","08/23-12/06","KA 163"
"42709","Business Statistics","TR","06:30 pm-08:15 pm","28","08/23-12/06","KA 163"
"40748","Precalculus","MWF","09:15 am-10:20 am","33","08/23-12/07","HR 435"
"40749","Precalculus","MWF","10:30 am-11:35 am","30","08/23-12/07","HR 435"
"40750","Precalculus","TR","02:40 pm-04:25 pm","36","08/23-12/06","LM 245"
"40751","Calculus and Analytic Geometry I","MWF","09:15 am-10:20 am","37","08/23-12/07","ED 201"
"40752","Calculus and Analytic Geometry I","MWF","10:30 am-11:35 am","38","08/23-12/07","ED 201"
"40753","Calculus and Analytic Geometry I","MWF","11:45 am-12:50 pm","29","08/23-12/07","LS 210"
"40754","Calculus and Analytic Geometry I","TR","12:45 pm-02:30 pm","37","08/23-08/31","HR 430"
"40755","Calculus and Analytic Geometry I","TR","02:40 pm-04:25 pm","35","08/23-12/06","LS 103"
"40756","Calculus and Analytic Geometry II","MWF","10:30 am-11:35 am","24","08/23-12/07","LS 210"
"40757","Calculus and Analytic Geometry II","TR","12:45 pm-02:30 pm","26","08/23-12/06","LS 209"
"40758","Discrete Mathematics","MWF","11:45 am-12:50 pm","41","08/23-12/07","HR 430"
"40759","Discrete Mathematics","MWF","02:15 pm-03:20 pm","32","08/23-12/07","LS 103"
"40760","Linear Algebra &amp; Probability","TR","09:55 am-11:40 am","42","08/23-12/06","HR 430"
"40761","Calculus and Analytic Geometry III","TR","04:35 pm-06:20 pm","47","08/23-12/06","HR 136"
"40762","Elementary Linear Algebra","MWF","01:00 pm-02:05 pm","20","08/23-12/07","LS 210"
"40763","Differential Equations","TR","02:40 pm-04:25 pm","14","08/23-12/06","HR 136"
"40764","Math Colloquium","W","03:30 pm-04:35 pm","17","08/23-12/07","CO 106"
"42336","Probability &amp; Statistics","TR","09:55 am-11:40 am","18","08/23-12/06","LS 209"
"40765","Probability with Applications","TR","12:45 pm-02:30 pm","22","08/23-12/06","ED 306"
"40766","Linear Regression","MWF","11:45 am-12:50 pm","16","08/23-12/07","ED 104"
"40767","Modern Algebra","MWF","10:30 am-11:35 am","15","08/23-12/07","LS 209"
"40768","Topology","TR","12:45 pm-02:30 pm","7","08/23-08/31","LS 303"
"42113","Discrete Math","MWF","01:00 pm-02:05 pm","22","08/23-12/07","HR 435"
"40774","Introduction to Media Studies","TR","12:45 pm-02:30 pm","33","08/23-12/06","LM 355"
"40775","Introduction to Media Studies","TR","02:40 pm-04:25 pm","34","08/23-12/06","LM 355"
"40776","Multi-Media Storytelling","MW","09:30 am-11:35 am","14","08/23-12/07","CO 216"
"40778","Multi-Media Storytelling","T","06:45 pm-10:30 pm","13","08/23-12/06","CO 216"
"40779","Intro to Film Studies","M","06:30 pm-10:30 pm","39","08/23-12/05","CO 106"
"40780","Intro to Film Studies","T","06:30 pm-10:30 pm","39","08/23-12/06","CO 106"
"40781","Civic Media","MWF","02:15 pm-03:20 pm","13","08/23-12/07","CO 316"
"40782","Media History","TR","02:40 pm-04:25 pm","20","08/23-12/06","ED 110"
"40783","Audio Production","TR","12:45 pm-02:30 pm","13","08/23-12/06","CO 216"
"40785","Video Production","TR","09:45 am-11:45 am","15","08/23-12/06","CO 216"
"40787","Journalism I: Reporting","TR","04:35 pm-06:20 pm","14","08/23-12/06","LM 352"
"40788","Communication for Change","MWF","10:30 am-11:35 am","16","08/23-12/07","LM 346B"
"40789","Media Theory &amp; Criticism","MWF","09:15 am-10:20 am","14","08/23-12/07","LM 346B"
"40790","Media Research","MWF","02:15 pm-03:20 pm","14","08/23-12/07","LM 345"
"40792","Media Production III: Scriptwriting","T","06:45 pm-10:30 pm","14","08/23-12/06","CO 312"
"40793","Media Production III: Narrative Fiction/Film Production","TR","04:35 pm-06:35 pm","13","08/23-12/06","CO 216"
"40794","MP III: Motion Graphics","M","06:30 pm-10:30 pm","13","08/23-12/05","CO 216"
"40795","Black Cinema","MW","04:45 pm-06:25 pm","13","08/23-12/07","ED 101"
"40796","SpTp: Globalization and Music","TR","09:55 am-11:40 am","14","08/23-12/06","LM 346B"
"41183","SpTp: Environmental Journalism","TR","02:40 pm-04:25 pm","13","08/23-12/06","LM 352"
"40797","Media Workshop","T","06:45 pm-10:45 pm","11","08/23-12/06","LM 241B"
"42854","Race, Ethnicity, and Media","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"40798","Race, Ethnicity, &amp; Media","MW","01:00 pm-02:45 pm","12","08/23-12/07","LM 358"
"40799","American Journalism Ethics","TR","12:45 pm-02:30 pm","4","08/23-12/06","LM 147"
"40769","Intro to Migration Studies","M","06:30 pm-09:30 pm","13","08/23-12/05","KN 104"
"40770","Research Methods","T","06:30 pm-09:30 pm","13","08/23-12/06","LM 141B"
"40771","Immigration Policy &amp; Politics","R","06:30 pm-09:30 pm","15","08/23-12/01","MA 226"
"40772","Research Seminar","W","06:30 pm-08:15 pm","13","08/23-12/07","LM 365"
"40773","Research Seminar III","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","15","08/23-12/15","TBA TBA"
"42259","SpTp: Anthro of Migration","M","06:30 pm-09:30 pm","6","08/23-12/05","LM 244B"
"42129","Introduction to the Army and Critical Thinking","TR","06:00 am-07:30 am","5","08/23-12/06","TBA TBA"
"42130","Leadership and Decision Making","TR","06:00 am-07:30 am","13","08/23-12/06","TBA TBA"
"42131","United States Military History","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","6","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42132"," Training Management and the Warfighting Functions","TR","06:00 am-07:30 am","22","08/23-12/06","TBA TBA"
"42133","Directed Study","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","2","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42134","The Army Officer","TR","06:00 am-07:30 am","18","08/23-12/06","TBA TBA"
"41140","Museum Studies: History/Theory","T","12:45 pm-04:25 pm","22","08/23-12/06","MA 228"
"42739","Museum Management","R","12:45 pm-04:25 pm","22","08/23-12/15","MA 228"
"41144","Curatorial Studies Practicum","T","08:45 am-11:45 am","14","08/23-12/06","MA 226"
"41145","Museums and the Law Practicum","T","08:45 am-11:45 am","16","08/23-12/06","MA 228"
"42111","Museum Studies Capstone","T","04:35 pm-06:20 pm","20","08/23-12/06","LM 241A"
"42768","Leadership &amp; Collections","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"40843","Intro to Music Theory","TR","02:40 pm-04:25 pm","15","08/23-12/06","LM 151"
"40844","Music Appreciation","TR","09:55 am-11:40 am","35","08/23-12/06","MA 122"
"40845","Music Appreciation","MWF","11:45 am-12:50 pm","30","08/23-12/07","LM 151"
"40846","USF University Choir","TR","04:35 pm-06:20 pm","12","08/23-12/06","LM 151"
"40847","Gospel Choir","M","04:45 pm-06:25 pm","8","08/23-12/05","ED 040"
"40848","ASUSF Voices","MT","06:30 pm-09:15 pm","38","08/23-12/05","ED 040"
"40849","USF Liturgical Choir","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","TBA TBA"
"40850","Electric Sound Collective","M","04:45 pm-06:25 pm","10","08/23-12/05","LM 151"
"40851","Dons Marching Band","M","07:00 pm-09:00 pm","14","08/23-12/05","TBA TBA"
"40852","Jazz Band","T","04:35 pm-06:20 pm","10","08/23-12/06","ED 040"
"40853","Chamber Music","F","01:00 pm-03:20 pm","9","08/23-12/02","MA 122"
"40854","Rock Band","W","04:45 pm-06:25 pm","19","08/23-12/07","ED 040"
"40856","Voice Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","TBA TBA"
"40857","Voice Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","TBA TBA"
"40858","Voice Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","TBA TBA"
"40859","Voice Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","5","08/23-12/07","TBA TBA"
"40860","Guitar Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","TBA TBA"
"40861","Guitar Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","5","08/23-12/07","TBA TBA"
"42289","Bass Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","0","08/23-12/07","TBA TBA"
"40864","Piano Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","TBA TBA"
"40866","Violin and Viola Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","4","08/23-12/07","TBA TBA"
"40867","Cello Lessons","S","10:00 am-12:00 pm","0","08/23-12/07","MA 122"
"40868","FYS: Opera in San Francisco","TR","12:45 pm-02:30 pm","18","08/23-12/06","MA 122"
"40869","Studies in Popular Music","MWF","11:45 am-12:50 pm","36","08/23-12/07","MA 122"
"40870","Music of the Americas","MWF","10:30 am-11:35 am","23","08/23-12/07","LM 151"
"40871","Survey of African Music","MW","04:45 pm-06:25 pm","18","08/23-12/07","MA 122"
"42678","SpTp:Electronic Music Lessons","M","03:30 pm-04:25 pm","4","08/23-12/07","LM 152"
"42871","Bass Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42872","Bass Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42873","Cello Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"42874","Cello Lessons","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","1","08/23-12/15","TBA "
"40873","Workshop in Music Production","W","06:30 pm-08:30 pm","16","08/23-12/07","LM 151"
"42027","Nonprofit Ethical Leadership","M","06:00 pm-09:10 pm","18","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42028","Nonprofit Strategic Governance","T","06:00 pm-09:10 pm","16","08/23-12/07","SFH 453"
"42045","Nonprofit Marketing &amp; Communication","W","06:00 pm-09:10 pm","18","08/23-12/07","SFH 453"
"42043","Nonprofit Management: People, Programs &amp; Policies","R","06:00 pm-09:10 pm","14","08/23-12/07","SFH 452"
"41543","Nursing in the Jesuit Tradition I","T","08:00 am-09:40 am","26","08/23-08/23","CO 413"
"41544","Nursing in the Jesuit Tradition I","T","08:00 am-09:40 am","28","08/30-08/30","CO 413"
"41545","Nursing in the Jesuit Tradition I","W","08:00 am-09:40 am","23","08/24-08/24","CO 414"
"41546","Nursing in the Jesuit Tradition I","W","08:00 am-09:40 am","20","08/31-08/31","CO 414"
"41547","Nursing in the Jesuit Tradition I","T","09:55 am-11:35 am","27","08/23-08/23","MH LL4"
"41548","Nursing in the Jesuit Tradition I","R","11:50 am-01:35 pm","26","09/01-09/01","MH 126"
"41549","Nursing in the Jesuit Tradition I","T","01:00 pm-02:40 pm","18","08/23-08/23","ST 104"
"41550","Introduction to Professional Nursing Practice","T","08:00 am-09:40 am","32","08/23-08/23","CO 313"
"41551","Introduction to Professional Nursing Practice","T","01:00 pm-02:40 pm","18","08/30-08/30","ST 104"
"41552","Applied Pathophysiology and Pharmacology I","T","08:00 am-10:45 am","39","08/23-12/06","KA 311"
"41553","Applied Pathophysiology and Pharmacology I","F","12:45 pm-03:30 pm","35","08/23-12/02","KA 163"
"41554","Applied Pathophysiology and Pharmacology I","F","07:30 am-10:20 am","35","08/23-12/02","KA 311"
"41556","Applied Pathophysiology and Pharmacology I","T","09:00 am-11:45 am","18","08/23-12/06","ST 104"
"41557","Essentials of Pharmacology: Principles and Concepts","T","12:45 pm-02:30 pm","39","08/23-12/06","CO 315"
"41558","Essentials of Pharmacology: Principles and Concepts","R","12:45 pm-02:30 pm","32","08/23-12/01","CO 314"
"41559","Essentials of Pharmacology: Principles and Concepts","R","09:55 am-11:35 am","37","08/23-12/01","CO 316"
"41560","Essentials of Pharmacology: Principles and Concepts","R","09:00 am-10:40 am","18","08/23-12/01","ST 105"
"41561","Applied Assessment and Nursing Fundamentals I: Health and Wellness","M","07:55 am-11:35 am","37","08/23-12/05","CO 312"
"41562","Applied Assessment and Nursing Fundamentals I: Health and Wellness","W","11:45 am-03:25 pm","35","08/23-12/07","CO 312"
"41563","Applied Assessment and Nursing Fundamentals I: Health and Wellness","F","11:45 am-03:25 pm","36","08/23-12/02","CO 317"
"41564","Applied Assessment and Nursing Fundamentals I: Health and Wellness","R","12:00 pm-03:40 pm","18","08/23-12/01","ST 105"
"41608","Clinical Lab I: Applied Assessment in Health and Wellness","W","03:00 pm-09:00 pm","10","08/23-12/07","NCCH "
"41609","Clinical Lab I: Applied Assessment in Health and Wellness","T","07:00 am-01:00 pm","10","08/23-12/06","SAHSF "
"41610","Clinical Lab I: Applied Assessment in Health and Wellness","T","07:00 am-01:00 pm","10","08/23-12/07","JHSF "
"41611","Clinical Lab I: Applied Assessment in Health and Wellness","T","03:00 pm-09:00 pm","10","08/23-12/07","JHSF "
"41612","Clinical Lab I: Applied Assessment in Health and Wellness","W","07:00 am-01:00 pm","10","08/23-12/07","JHSF "
"41613","Clinical Lab I: Applied Assessment in Health and Wellness","W","03:00 pm-09:00 pm","10","08/23-12/15","JHSF "
"41614","Clinical Lab I: Applied Assessment in Health and Wellness","F","07:00 am-01:00 pm","10","08/23-12/07","JHSF "
"41616","Clinical Lab I: Applied Assessment in Health and Wellness","T","07:00 am-01:00 pm","9","08/23-12/06","NCCH "
"41617","Clinical Lab I: Applied Assessment in Health and Wellness","W","07:00 am-01:00 pm","10","08/23-12/07","SAHSF "
"41619","Clinical Lab I: Applied Assessment in Health and Wellness","W","07:00 am-01:00 pm","10","08/23-12/07","SSSOP "
"41615","Clinical Lab I: Applied Assessment in Health and Wellness","F","03:00 pm-09:00 pm","5","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42540","Clinical Lab I: Applied Assessment in Health and Wellness","F","08:00 am-01:00 pm","4","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"41621","Clinical Lab I: Applied Assessment in Health and Wellness","W","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"41622","Clinical Lab I: Applied Assessment in Health and Wellness","F","<abbr title=""To Be Announced"">TBA</abbr>","10","08/23-12/02","<abbr title=""To Be Announced"">TBA</abbr>"
"41565","Nutrition","T","09:55 am-11:40 am","35","08/23-12/06","CO 316"
"41566","Nutrition","R","10:25 am-12:10 pm","40","08/23-12/01","KA 263"
"41567","Nutrition","T","12:45 pm-02:30 pm","31","08/23-12/06","CO 314"
"41568","Applied Pathophysiology and Pharmacology II","W","07:30 am-10:20 am","37","08/23-12/07","CO 313"
"41569","Applied Pathophysiology and Pharmacology II","W","01:00 pm-03:45 pm","37","08/23-12/07","CO 107"
"41570","Applied Pathophysiology and Pharmacology II","R","12:45 pm-03:30 pm","35","08/23-12/01","CO 312"
"41571","Applied Assessment &amp; Nursing Fundamentals II: Alterations in Health &amp; Illness","T","08:00 am-11:40 am","29","08/23-12/06","CO 314"
"41572","Applied Assessment &amp; Nursing Fundamentals II: Alterations in Health &amp; Illness","T","12:45 pm-04:25 pm","36","08/23-12/06","CO 316"
"41573","Applied Assessment &amp; Nursing Fundamentals II: Alterations in Health &amp; Illness","R","12:45 pm-04:25 pm","42","08/23-12/01","CO 316"
"41623","Clinical Lab II: Alterations in Health and Illness","F","07:00 am-04:30 pm","8","08/23-12/15","HKSF "
"41624","Clinical Lab II: Alterations in Health and Illness","T","07:00 am-04:30 pm","8","08/23-12/07","HKSF "
"41625","Clinical Lab II: Alterations in Health and Illness","T","07:00 am-04:30 pm","8","08/23-12/07","HCHIN "
"41626","Clinical Lab II: Alterations in Health and Illness","F","03:00 pm-11:59 pm","8","08/23-12/07","HSFGH "
"41627","Clinical Lab II: Alterations in Health and Illness","M","07:00 am-04:30 pm","8","08/23-12/05","HKENT "
"41628","Clinical Lab II: Alterations in Health and Illness","M","07:00 am-04:30 pm","7","08/23-12/05","MCS "
"41629","Clinical Lab II: Alterations in Health and Illness","F","07:00 am-04:30 pm","8","08/23-12/02","HKENT "
"41630","Clinical Lab II: Alterations in Health and Illness","F","04:00 pm-11:59 pm","5","08/23-12/02","MCSCV "
"41631","Clinical Lab II: Alterations in Health and Illness","R","07:00 am-04:30 pm","8","08/23-12/05","HSEQR "
"41632","Clinical Lab II: Alterations in Health and Illness","F","07:00 am-04:30 pm","8","08/23-12/02","MCSCV "
"41633","Clinical Lab II: Alterations in Health and Illness","F","07:00 am-04:30 pm","8","08/23-12/02","HCHIN "
"41634","Clinical Lab II: Alterations in Health and Illness","W","07:00 am-04:30 pm","6","08/23-12/07","MCS "
"41635","Clinical Lab II: Alterations in Health and Illness","T","03:00 pm-11:59 pm","8","08/23-12/06","HCHIN "
"41636","Clinical Lab II: Alterations in Health and Illness","M","07:00 am-04:30 pm","8","08/23-12/05","HSFGH "
"42706","Fundamentals of Nursing Review","&nbsp;","<abbr title=""To Be Announced"">TBA</abbr>","3","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"41574","Community and Mental Health Nursing","M","07:55 am-11:35 am","34","08/23-12/05","CO 316"
"41575","Community and Mental Health Nursing","W","07:55 am-11:35 am","33","08/23-12/07","CO 316"
"41576","Community and Mental Health Nursing","F","07:55 am-11:35 am","41","08/23-12/02","CO 316"
"41577","Community and Mental Health Nursing","T","08:00 am-11:40 am","21","08/23-12/06","ST 112"
"41578","Healthcare Systems I: Nursing Leadership Within Complex Adaptive Systems","M","11:50 am-01:35 pm","38","08/23-12/05","CO 418"
"41579","Healthcare Systems I: Nursing Leadership Within Complex Adaptive Systems","M","01:45 pm-03:30 pm","43","08/23-12/05","CO 312"
"41580","Healthcare Systems I: Nursing Leadership Within Complex Adaptive Systems","F","11:50 am-01:35 pm","25","08/23-12/02","CO 418"
"41581","Healthcare Systems I: Nursing Leadership Within Complex Adaptive Systems","R","09:00 am-10:40 am","21","08/23-12/01","ST 112"
"41582","Evidence-Based Inquiry and Informatics","M","07:55 am-11:35 am","37","08/23-12/05","CO 315"
"41583","Evidence-Based Inquiry and Informatics","W","07:55 am-11:35 am","37","08/23-12/07","CO 315"
"41584","Evidence-Based Inquiry and Informatics","F","07:55 am-11:35 am","34","08/23-12/02","CO 315"
"41585","Evidence-Based Inquiry and Informatics","R","12:00 pm-03:40 pm","21","08/23-12/01","ST 112"
"41637","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","SSPF "
"41638","Clinical Lab III: Community and Mental Health Nursing","WF","<abbr title=""To Be Announced"">TBA</abbr>","6","08/23-12/07","NPCSJ "
"41639","Clinical Lab III: Community and Mental Health Nursing","TR","07:00 am-04:30 pm","8","08/23-12/01","MULTHC "
"41641","Clinical Lab III: Community and Mental Health Nursing","TR","07:00 am-04:30 pm","8","08/23-12/06","MULTHC "
"41642","Clinical Lab III: Community and Mental Health Nursing","T","07:00 am-04:30 pm","8","08/23-12/06","MULTHC "
"41643","Clinical Lab III: Community and Mental Health Nursing","T","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41644","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41645","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41646","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41647","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41648","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41649","Clinical Lab III: Community and Mental Health Nursing","T","07:00 am-04:30 pm","8","08/23-12/06","HSFGH "
"42186","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","6","08/23-12/15","SSPF "
"42236","Clinical Lab III: Community and Mental Health Nursing","TR","<abbr title=""To Be Announced"">TBA</abbr>","8","08/23-12/15","MULTHC "
"41651","Clinical Lab III: Community and Mental Health Nursing","WF","<abbr title=""To Be Announced"">TBA</abbr>","5","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"42215","Clinical Lab III: Community and Mental Health Nursing","WF","<abbr title=""To Be Announced"">TBA</abbr>","16","08/23-12/07","<abbr title=""To Be Announced"">TBA</abbr>"
"41587","Medical-Surgical Nursing I: Management of Comprehensive Adult Patient Care","R","08:00 am-11:40 am","40","08/23-12/01","CO 317"
"41588","Medical-Surgical Nursing I: Management of Comprehensive Adult Patient Care","F","08:00 am-11:40 am","35","08/23-12/02","CO 317"
"41586","Medical-Surgical Nursing I: Management of Comprehensive Adult Patient Care","F","01:00 pm-04:40 pm","37","08/23-09/09","CO 417"
